id,name,food_origin,regional_cuisine,main_type,sub_type,flavor_tags,scene_tags,feature_tags,seasonal_terms,budget_level,cook_time_minutes,difficulty,ingredients,is_spicy,is_vegetarian,calorie_level,description
525,酒酿小圆子,中式,中式甜品,甜品,中式甜品类,奶香|酸甜,一个人吃|双人晚餐|下午茶,分享|治愈|下饭|解馋|素食友好,小雪,低预算,25,简单,酒酿|糯米圆子|枸杞|桂花,0,1,中等,软糯热甜口在小雪会很有安慰感。
526,腊味糯米饭,中式,中式家常,正餐,饭类,奶香|酸甜,双人晚餐,分享|治愈|下饭|解馋,小雪,低预算,25,简单,腊肠|糯米|香菇|青豆,0,0,中等,进入冬季后腊味逐渐上桌，这碗糯米饭会很有节气氛围。
527,小米南瓜饼,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,小雪,低预算,25,简单,南瓜|小米粉|糯米粉|芝麻,0,1,中等,金黄软糯，适合当小雪的下午茶或小点心。
528,小雪白菜豆腐煲,中式,中式家常,正餐,菜肴类,鲜香,双人晚餐,分享|暖胃|下饭|解馋|素食友好,小雪,低预算,30,中等,白菜|豆腐|粉丝|高汤,0,1,中等,冬天里的白菜豆腐组合很稳，也适合拿来代表小雪的家常热菜。
529,萝卜炖牛腩,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,大雪,中等预算,30,简单,牛腩|白萝卜|姜片|香菜,0,0,中等,大雪以后更适合这种慢炖型热菜，暖胃感会特别明显。
530,当归鸡汤面,中式,中式家常,正餐,面类,鲜香,双人晚餐,分享|暖胃,大雪,低预算,25,简单,鸡腿肉|当归|面条|高汤,0,0,低,把进补汤和主食合在一碗里，会很适合寒天晚餐。
531,红枣山药糕,西式,西式甜点,甜品,中式甜品类,鲜香,一个人吃|双人晚餐|下午茶,分享|下饭|解馋,大雪,低预算,25,简单,红枣|山药|糯米粉|牛奶,0,0,中等,大雪时节的小点心，也会更偏软糯温补这一路。
532,糯米酒酿蛋,中式,中式家常,正餐,菜肴类,奶香|酸甜,一个人吃|双人晚餐,分享|治愈|下饭|解馋,大雪,低预算,25,简单,酒酿|鸡蛋|糯米|枸杞,0,0,中等,热热的一碗酒酿蛋在大雪特别有节令感。
533,腊肉蒜苗饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,分享|下饭|解馋,大雪,低预算,25,简单,腊肉|蒜苗|米饭|鸡蛋,0,0,中等,天气一冷腊味就开始自然上桌，这碗饭很有大雪之后的烟火感。
534,白菜豆腐煲,中式,中式家常,正餐,菜肴类,鲜香,双人晚餐,分享|暖胃|下饭|解馋|素食友好,大雪,低预算,30,中等,白菜|豆腐|粉丝|高汤,0,1,中等,大雪时节的家常煲菜，简单但特别应景。
535,桂圆核桃露,中式,中式家常,饮品,果饮类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,大雪,低预算,25,简单,桂圆|核桃|牛奶|冰糖,0,0,中等,如果想来点温补型饮品，这杯露会很合适。
536,板栗羊肉锅,中式,中式家常,正餐,菜肴类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,大雪,中等预算,30,中等,板栗|羊肉|胡萝卜|姜片,0,0,中等,大雪里的进补路线，锅物会比普通炒菜更贴合氛围。
537,雪菜笋丝面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋|素食友好,大雪,低预算,25,简单,雪菜|笋丝|面条|高汤,0,1,中等,冬天的雪菜入面特别有季节感，也适合大雪这个节气。
538,冬至馄饨,中式,中式家常,正餐,饼类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,冬至,低预算,25,简单,馄饨皮|猪肉|虾皮|紫菜,0,0,中等,有些地方冬至也吃馄饨，这碗会更偏热乎的节令主食。
539,赤豆酒酿圆子,中式,中式甜品,甜品,中式甜品类,奶香|酸甜,一个人吃|双人晚餐|下午茶,分享|治愈|下饭|解馋|素食友好,冬至,低预算,25,简单,赤豆|酒酿|小圆子|桂花,0,1,中等,冬至甜食里，这一类热糯米圆子会很有过节气氛。
540,羊肉萝卜汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,分享|暖胃,冬至,中等预算,25,简单,羊肉|白萝卜|姜片|香菜,0,0,低,冬至之后交九，来一锅羊肉萝卜汤会非常合适。
541,年糕炒白菜,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,冬至,低预算,25,简单,年糕|白菜|香菇|生抽,0,1,中等,冬至到年节之间，年糕类食物会越来越有存在感。
542,冬至长线面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,冬至,低预算,25,简单,长面|高汤|鸡蛋|青菜,0,0,中等,一些地方冬至有吃长线面的习惯，这碗就顺着这个传统来。
543,韭菜鸡蛋饺,中式,中式家常,正餐,饼类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,冬至,低预算,25,简单,韭菜|鸡蛋|面粉|粉丝,0,0,中等,如果要围桌分食，冬至饺子永远很稳。
544,花生芝麻糯米糕,中式,中式甜品,甜品,中式甜品类,奶香|酸甜,一个人吃|双人晚餐|下午茶,分享|治愈|下饭|解馋|素食友好,冬至,低预算,25,简单,花生|黑芝麻|糯米粉|红糖,0,1,中等,这类软糯甜点放在冬至很有团圆和收尾感。
545,冬至米团,西式,西式甜点,甜品,蛋糕类,鲜香,一个人吃|双人晚餐|下午茶,分享|下饭|解馋|素食友好,冬至,低预算,25,简单,糯米|花生碎|芝麻|红糖,0,1,中等,南方不少地方会做冬至米团，这一份就是很直观的节令小食。
546,黄芪栗子鸡汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,暖胃|分享,小寒,低预算,25,简单,黄芪|栗子|鸡腿肉|红枣,0,0,低,小寒之后寒意更重，这锅汤偏温补，也很贴合节气。
547,姜枣红糖茶,中式,中式家常,饮品,茶饮类,奶香|酸甜,一个人吃|双人晚餐,暖胃|分享|治愈|下饭|解馋|素食友好,小寒,低预算,25,简单,生姜|红枣|红糖|热水,0,1,中等,最冷的时候来一杯简单直接的姜枣茶，会非常有用。
548,小米南瓜粥,中式,中式家常,正餐,锅汤类,鲜香,一个人吃|双人晚餐,暖胃|分享|素食友好,小寒,低预算,25,简单,小米|南瓜|枸杞|红枣,0,1,中等,暖胃、柔和、适合晨晚，这碗粥就是典型的小寒选择。
549,牛肉萝卜锅,中式,中式家常,正餐,菜肴类,鲜香,双人晚餐,暖胃|分享|下饭|解馋,小寒,低预算,30,中等,牛肉|白萝卜|粉丝|高汤,0,0,中等,小寒更适合围着锅吃点热的，这一锅就走暖身路线。
550,桂圆山药糕,西式,西式甜点,甜品,中式甜品类,鲜香,一个人吃|双人晚餐|下午茶,暖胃|分享|下饭|解馋,小寒,低预算,25,简单,桂圆|山药|糯米粉|牛奶,0,0,中等,偏温润的小甜点，也适合天气特别冷的时候来一块。
551,腊八豆腐煲,中式,中式家常,正餐,菜肴类,鲜香,双人晚餐,暖胃|分享|下饭|解馋|素食友好,小寒,低预算,30,中等,豆腐|香菇|青豆|高汤,0,1,中等,小寒到大寒之间临近腊八，把豆腐做成一锅热煲很应景。
552,黑米红豆粥,中式,中式家常,正餐,锅汤类,鲜香,一个人吃|双人晚餐,暖胃|分享|素食友好,小寒,低预算,25,简单,黑米|红豆|花生|红枣,0,1,中等,谷豆类粥在小寒总是很稳，也更接近冬日居家调性。
553,芋头烧鸡饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,暖胃|分享|下饭|解馋,小寒,低预算,25,简单,芋头|鸡腿肉|米饭|香菇,0,0,中等,软糯芋头和鸡肉焖饭很适合在小寒里当一顿扎实主食。
554,小寒糯米饼,中式,中式家常,正餐,饼类,奶香|酸甜,一个人吃|双人晚餐,暖胃|分享|治愈|下饭|解馋|素食友好,小寒,低预算,25,简单,糯米粉|芝麻|红糖|花生碎,0,1,中等,糯米类点心在这个时节会显得格外安慰。
555,糯米排骨饭,中式,中式家常,正餐,饭类,奶香|酸甜,双人晚餐,分享|治愈|下饭|解馋|素食友好,大寒,中等预算,25,简单,糯米|排骨|香菇|生抽,0,1,中等,大寒有吃糯、迎年的传统，把糯米和排骨焖成饭就很有年味。
556,八宝糯米盅,中式,中式家常,正餐,菜肴类,奶香|酸甜,一个人吃|双人晚餐,分享|治愈|下饭|解馋|素食友好,大寒,低预算,25,中等,糯米|莲子|红枣|豆沙,0,1,中等,如果想把大寒做得更喜庆一点，八宝糯米盅会比普通甜饭更有仪式感。
557,年糕炒腊肠,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,大寒,低预算,25,简单,年糕|腊肠|白菜|生抽,0,0,中等,大寒紧接着就是年味越来越浓的时候，年糕和腊味都很应景。
558,栗子鸡煲,中式,中式家常,正餐,菜肴类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,大寒,低预算,30,中等,板栗|鸡腿肉|香菇|姜片,0,0,中等,大寒不一定只吃甜糯，这种温补型热煲也很适合。
559,红枣核桃露,中式,中式家常,饮品,果饮类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,大寒,低预算,25,简单,红枣|核桃|牛奶|冰糖,0,0,中等,想来杯暖的，这种甜润型热饮会很贴合大寒。
560,大寒酒酿丸子,中式,中式家常,正餐,菜肴类,奶香|酸甜,一个人吃|双人晚餐,分享|治愈|下饭|解馋|素食友好,大寒,低预算,25,简单,酒酿|小圆子|枸杞|桂花,0,1,中等,软糯热甜口很适合做成岁末节气小食。
561,腊味萝卜糕,中式,港式,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,大寒,低预算,25,简单,白萝卜|腊肠|粘米粉|虾米,0,0,中等,临近春节，萝卜糕的气氛感一下就出来了，也很符合大寒迎年。
562,山药羊肉锅,中式,中式家常,正餐,菜肴类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,大寒,中等预算,30,中等,山药|羊肉|胡萝卜|姜片,0,0,中等,如果想把大寒吃得更暖身，这一锅会特别直观。
563,糯香豆沙卷,中式,中式家常,正餐,菜肴类,奶香|酸甜,一个人吃|双人晚餐,分享|治愈|下饭|解馋|素食友好,大寒,低预算,25,简单,糯米粉|豆沙|芝麻|红糖,0,1,中等,用软糯甜口收住大寒，也很有节令尾声的感觉。
564,小暑薄荷绿豆冰饮,饮品特调,饮品特调,饮品,果饮类,清淡|酸甜,下午茶|一个人吃,清爽|治愈|素食友好,小暑,低预算,10,简单,绿豆|薄荷|冰糖|冰块,0,1,低,小暑再补一杯更直观的消暑饮品，用绿豆和薄荷把节气里的清凉感拉满。
565,冬至花生汤圆,中式,中式甜品,甜品,中式甜品类,奶香|酸甜,下午茶|双人晚餐,治愈|分享|素食友好|暖胃,冬至,低预算,20,简单,糯米粉|花生碎|红糖|芝麻,0,1,中等,冬至除了芝麻汤圆，再补一款花生馅版本，让团圆节气的甜糯选择更完整。
566,家常茄汁虾仁饭,中式,中式家常,正餐,饭类,鲜香,一个人吃|双人晚餐,分享,,中等预算,25,简单,虾仁|番茄|米饭|洋葱,0,0,中等,番茄的酸鲜和虾仁的嫩感很稳，做成一碗饭就是典型耐吃的中式家常路线。
567,木耳黄瓜炒鸡片,中式,中式家常,正餐,菜肴类,清淡|鲜香,一个人吃|双人晚餐,分享|清爽,,低预算,25,简单,鸡胸肉|木耳|黄瓜|蒜片,0,0,中等,脆口蔬菜配嫩鸡片，属于清爽但不寡淡的家常热菜。
568,奶油玉米蘑菇浓汤,西式,美式西餐,正餐,锅汤类,奶香|鲜香,下午茶|双人晚餐,分享|治愈|暖胃|素食友好,,低预算,25,简单,甜玉米|蘑菇|淡奶油|洋葱,0,1,低,绵密浓汤带一点奶甜味，适合想吃得温柔又有点西式氛围的时候。
569,亲子丼鸡肉饭,日式,日式,正餐,饭类,鲜香|酱香,一个人吃|双人晚餐,分享,,低预算,25,简单,鸡腿肉|鸡蛋|洋葱|米饭,0,0,中等,甜咸酱汁和滑蛋包住鸡肉，是很典型、也很稳妥的日式饭系选择。
570,日式土豆可乐饼,日式,日式,正餐,饼类,鲜香,下午茶|双人晚餐,分享|下饭|解馋|素食友好,,低预算,25,简单,土豆|肉末|面包糠|洋葱,0,1,中等,外壳酥、内里绵，是日式洋食里很容易让人有满足感的一道。
571,韩式部队锅,韩式,韩式,正餐,锅汤类,香辣|重口,双人晚餐|朋友聚餐,分享|解馋|暖胃|下饭|素食友好,,低预算,25,简单,午餐肉|泡面|年糕|泡菜,1,1,中等,一锅里同时有泡菜、年糕和午餐肉，是很直接的韩式热辣满足感。
572,石锅拌饭,韩式,韩式,正餐,饭类,鲜香|重口,一个人吃|双人晚餐,分享|解馋|暖胃|下饭,,中等预算,25,简单,牛肉|菠菜|胡萝卜|米饭,0,0,中等,锅巴香和韩式拌酱一起上桌，属于韩餐里辨识度很高的经典主食。
573,港式滑蛋虾仁饭,中式,港式,正餐,饭类,鲜香,一个人吃|双人晚餐,分享,,中等预算,25,简单,虾仁|鸡蛋|米饭|葱花,0,0,中等,滑蛋和虾仁的组合很有港式茶餐厅感，吃起来也足够稳。
574,广式豉油鸡腿面,中式,粤菜,正餐,面类,鲜香|酱香,一个人吃|夜宵,暖胃,,低预算,25,简单,鸡腿肉|面条|青菜|豉油,0,0,中等,鸡腿和豉油香落在热汤面里，会更像一碗广式家常快手面。
575,水煮牛肉饭,中式,川菜,正餐,饭类,香辣|重口|麻辣,一个人吃|双人晚餐,分享|解馋|下饭,,中等预算,25,简单,牛肉|豆芽|生菜|米饭,1,0,中等,麻辣热油把牛肉和蔬菜的香气都提了起来，特别适合重口需求。
576,剁椒蒸茄子,中式,湘菜,正餐,菜肴类,香辣|鲜香,一个人吃|双人晚餐,分享|素食友好,,低预算,25,简单,茄子|剁椒|蒜末|葱花,1,1,中等,剁椒的鲜辣会把茄子的软糯感拉得很足，属于很下饭的湘味素菜。
577,蒜香蛤蜊意面,西式,意式,正餐,面类,鲜香|蒜香,双人晚餐|一个人吃,分享|暖胃,,中等预算,25,简单,意面|蛤蜊|蒜片|欧芹,0,0,中等,蛤蜊的海鲜鲜味配蒜香橄榄油，很适合走清爽一点的意面路线。
578,意式烩饭配蘑菇,西式,意式,正餐,饭类,奶香|鲜香,双人晚餐,分享|治愈|素食友好,,低预算,25,中等,米|蘑菇|帕玛森|洋葱,0,1,中等,比普通炒饭更绵密更奶香，适合想吃意式又不想点意面的时候。
579,泰式青柠虾沙拉,东南亚,泰式,轻食早午餐,沙拉碗类,酸甜|清淡,下午茶|一个人吃,清爽,,中等预算,25,简单,虾仁|生菜|青柠|洋葱,0,0,低,酸香很亮，属于很典型的东南亚轻盈开胃型做法。
580,椰浆咖喱鸡饭,东南亚,南洋风味,正餐,饭类,奶香|鲜香,一个人吃|双人晚餐,分享|治愈|下饭|解馋,,低预算,25,简单,鸡腿肉|椰浆|咖喱|米饭,0,0,中等,椰浆会把咖喱的辛香包得更圆润，做成饭很容易一口接一口。
581,台式盐酥鸡饭,中式,台式,正餐,饭类,鲜香|重口,一个人吃|夜宵,解馋|下饭,,低预算,25,简单,鸡腿肉|九层塔|米饭|蒜末,0,0,中等,盐酥鸡和九层塔的组合特别有台式夜市感，做成饭也很顺手。
582,麻油鸡线面,中式,台式,正餐,面类,鲜香,一个人吃|夜宵,暖胃,,低预算,25,简单,鸡腿肉|老姜|线面|麻油,0,0,中等,姜和麻油把汤头的暖意拉得很足，属于很典型的台式暖胃面食。
583,牛肉玉米卷饼,拉美,墨西哥风味,正餐,饼类,鲜香,一个人吃|朋友聚餐,分享|解馋|下饭,,中等预算,25,简单,牛肉|玉米饼|番茄莎莎|生菜,0,0,中等,卷饼里有肉香、莎莎酱和脆生菜，吃起来会很有拉美街头小吃的感觉。
584,鸡肉牛油果塔可,拉美,墨西哥风味,正餐,菜肴类,鲜香|酸甜,下午茶|朋友聚餐,分享|清爽,,中等预算,25,中等,鸡肉|玉米饼|牛油果|紫甘蓝,0,0,中等,牛油果和鸡肉把口感做得更清新，也更适合做成轻量一点的拉美风味。
585,藜麦鸡胸能量碗,西式,西式轻食,轻食早午餐,沙拉碗类,清淡|鲜香,一个人吃|健身准备餐,高蛋白|清爽,,低预算,25,简单,藜麦|鸡胸肉|南瓜|西蓝花,0,0,中等,食材非常直给，适合想把一顿饭吃得更利落、也更有营养感的时候。
586,焦糖海盐巴斯克,西式,西式甜点,甜品,蛋糕类,奶香|酸甜,下午茶|朋友聚餐,分享|治愈|素食友好,,低预算,20,中等,奶油奶酪|淡奶油|海盐|砂糖,0,1,中等,在经典巴斯克里加一点海盐焦糖，会比纯甜口更有层次。
587,莓果杏仁塔,西式,西式甜点,甜品,蛋糕类,酸甜,下午茶|双人晚餐,分享|清爽,,低预算,25,中等,莓果|杏仁粉|黄油|鸡蛋,0,0,中等,酸甜果香和杏仁香一起出来，会很适合当精致一点的下午茶。
588,椰青冰拿铁,西式,美式西餐,饮品,咖啡类,奶香|清淡,下午茶|一个人吃,清爽|治愈,,中等预算,10,简单,浓缩咖啡|椰青水|冰块|牛奶,0,0,低,椰青会让拿铁更轻、更夏天，也很适合提神但不想太苦的时候。
589,葡萄乌龙果茶,饮品特调,饮品特调,饮品,茶饮类,酸甜|清淡,下午茶|一个人吃,清爽|素食友好,,低预算,10,简单,葡萄|乌龙茶|冰块|糖浆,0,1,低,果香和茶底都比较轻，属于很容易入口的清爽特调。
590,酸辣粉,中式,川菜,正餐,粉类,香辣|重口,一个人吃|夜宵,解馋|省钱|下饭|素食友好,,低预算,15,简单,红薯粉|花生|香菜|辣椒油,1,1,中等,酸辣味来得很直接，适合预算友好又想吃得过瘾的时候。
591,桂林米粉,中式,中式家常,正餐,粉类,鲜香,一个人吃|早餐,暖胃|省钱|快手|下饭|解馋,,低预算,20,简单,米粉|卤水|酸豆角|花生,0,0,中等,汤底和配料都很稳，属于早晚都很容易吃顺口的一碗粉。
592,云南小锅米线,中式,中式家常,正餐,粉类,鲜香|香辣,一个人吃|夜宵,暖胃|解馋,,中等预算,20,简单,米线|肉末|韭菜|高汤,1,0,中等,热汤和米线一起入口会很舒服，适合想吃热乎又不太腻的时候。
593,番茄肥牛米线,中式,中式家常,正餐,粉类,鲜香|酸甜,一个人吃|双人晚餐,治愈|暖胃|下饭|解馋,,中等预算,20,简单,米线|肥牛|番茄|金针菇,0,0,中等,番茄的酸鲜会把整碗米线衬得更开胃，也很容易吃得满足。
594,干炒牛河,中式,港式,正餐,粉类,鲜香,一个人吃|朋友聚餐,解馋|快手|下饭,,中等预算,20,中等,河粉|牛肉|豆芽|生抽,0,0,高,锅气和牛肉香都很突出，是很有茶餐厅辨识度的一道主食。
595,泰式冬阴功米线,东南亚,泰式,正餐,粉类,酸甜|鲜香,双人晚餐|朋友聚餐,暖胃|分享,,高预算,30,中等,米线|虾|蘑菇|冬阴功酱,1,0,中等,酸辣香气很立体，适合想吃点不一样、又想来一碗热汤的时候。
596,韩式冷面,韩式,韩式,正餐,面类,清淡|酸甜,一个人吃,清爽|暖胃,,中等预算,20,简单,冷面|黄瓜|鸡蛋|辣酱,0,0,低,冰凉又爽口，特别适合热天没什么胃口的时候。
597,韩式炸鸡,韩式,韩式,正餐,菜肴类,香辣|鲜香,朋友聚餐|夜宵,解馋|分享|下饭,,中等预算,25,中等,鸡翅根|韩式辣酱|蒜末|蜂蜜,1,0,高,外脆里嫩又带一点甜辣，很适合边聊边吃的热闹场景。
598,辣椒炒肉,中式,湘菜,正餐,菜肴类,香辣|鲜香,一个人吃|双人晚餐,下饭|解馋,,中等预算,20,简单,五花肉|青椒|蒜|豆豉,1,0,高,镬气和辣椒香都很顶，是那种一上桌就很想配饭的湘味家常菜。
599,台式葱抓饼加蛋,中式,台式,轻食早午餐,轻主食类,鲜香,早餐|一个人吃,快手|解馋|下饭,,低预算,12,简单,手抓饼|鸡蛋|生菜|甜辣酱,0,0,中等,酥香和鸡蛋的组合很稳，适合赶时间时快速解决一顿。
600,台式葱油鸡饭,中式,台式,正餐,饭类,鲜香,一个人吃|双人晚餐,治愈,,中等预算,25,简单,鸡腿肉|油葱酥|米饭|青菜,0,0,中等,鸡肉和葱油香都比较温和，属于很容易让人放松的一碗饭。
601,青酱鸡肉意面,西式,意式,正餐,面类,鲜香|蒜香,一个人吃|双人晚餐,清爽|快手|暖胃,,中等预算,25,简单,意面|鸡胸肉|罗勒青酱|蒜,0,0,中等,青酱会让整盘意面更轻快，也适合想吃西式但不想太厚重的时候。
602,海鲜番茄烩饭,西式,意式,正餐,饭类,鲜香|酸甜,双人晚餐|朋友聚餐,分享,,高预算,35,中等,米|虾|番茄|鱿鱼,0,0,中等,番茄鲜味和海鲜香气都很明显，适合稍微正式一点的双人或聚餐场景。
603,泰式打抛猪肉饭,东南亚,泰式,正餐,饭类,香辣|鲜香,一个人吃|双人晚餐,解馋|下饭,,中等预算,20,简单,猪肉末|九层塔|四季豆|米饭,1,0,中等,九层塔和辣椒会把香气拉得很开，吃起来特别下饭。
604,越式牛肉河粉,东南亚,南洋风味,正餐,粉类,鲜香|清淡,一个人吃|双人晚餐,清爽|暖胃,,中等预算,30,中等,河粉|牛肉|豆芽|罗勒,0,0,低,汤头清亮但不寡淡，适合想吃热汤主食又不想太重口的时候。
605,鸡肉法士达卷饼,拉美,墨西哥风味,正餐,饼类,鲜香|蒜香,一个人吃|朋友聚餐,分享|解馋|快手,,中等预算,20,简单,鸡肉|卷饼|洋葱|彩椒,0,0,中等,卷起来就很好吃也很好拿，属于轻松但满足感不低的一餐。
606,墨西哥牛肉饭碗,拉美,墨西哥风味,正餐,饭类,重口|鲜香,一个人吃|双人晚餐,解馋|下饭,,中等预算,25,简单,牛肉末|米饭|玉米|番茄莎莎,1,0,中等,肉香、米饭和莎莎酱组合得很完整，适合想吃得丰富一点的时候。
607,港式叉烧饭,中式,港式,正餐,饭类,鲜香,一个人吃|双人晚餐,治愈|下饭|解馋,,中等预算,25,简单,叉烧|米饭|青菜|鸡蛋,0,0,中等,叉烧的甜咸口很经典，属于不太需要犹豫就能选的一碗饭。
608,港式鲜虾云吞面,中式,港式,正餐,面类,鲜香|清淡,一个人吃|夜宵,暖胃|清爽,,中等预算,25,中等,云吞面|鲜虾|高汤|青菜,0,0,低,汤头鲜而轻，适合晚上想吃点热的但又不想太重的时候。
609,黑糖珍珠奶茶,饮品特调,饮品特调,饮品,奶茶类,奶香,下午茶|一个人吃,治愈|解馋|素食友好,,中等预算,10,简单,红茶|牛奶|黑糖|珍珠,0,1,中等,黑糖香和珍珠口感都很直接，适合想喝一杯有满足感的经典奶茶时。
610,小炒黄牛肉,中式,湘菜,正餐,菜肴类,香辣|鲜香,双人晚餐|朋友聚餐,下饭|解馋|分享,,高预算,25,中等,牛肉|青椒|小米椒|蒜,1,0,中等,辣味和锅气都比较直接，是那种一上桌就很容易配饭的湘味热菜。
611,剁椒蒸鱼头,中式,湘菜,正餐,菜肴类,香辣|鲜香,双人晚餐|朋友聚餐,下饭|解馋|分享,,高预算,35,中等,鱼头|剁椒|姜|葱,1,0,中等,鲜辣和蒸出来的嫩感都很突出，适合多人围着吃一顿热闹的正餐。
612,粤式白切鸡,中式,粤菜,正餐,菜肴类,清淡|鲜香,双人晚餐|朋友聚餐,高蛋白|分享|清爽,,中等预算,30,中等,鸡腿肉|姜|葱|蘸汁,0,0,低,味道干净但不寡淡，适合想吃得舒服一点又不失体面的晚餐。
613,豉汁排骨煲仔饭,中式,粤菜,正餐,饭类,酱香|鲜香,一个人吃|双人晚餐,下饭|解馋|治愈,,中等预算,35,中等,排骨|大米|豆豉|蒜,0,0,高,锅巴和豉汁香都会让整碗饭很有满足感，适合认真吃一顿的时候。
614,法式火腿芝士可丽饼,西式,法式西餐,轻食早午餐,吐司卷饼类,奶香|鲜香,早餐|下午茶,快手|治愈,,中等预算,15,简单,鸡蛋|火腿|芝士|面糊,0,0,中等,咸香又带一点奶味，做成轻巧的早午餐或下午茶都很顺手。
615,法式奶油蘑菇鸡肉饭,西式,法式西餐,正餐,饭类,奶香|鲜香,双人晚餐,治愈|高蛋白,,中等预算,30,中等,鸡腿肉|蘑菇|淡奶油|米饭,0,0,中等,奶油和蘑菇香会让口感更柔和，适合想吃温和一点的西式正餐。
616,越式鸡丝米粉,东南亚,越式,正餐,粉类,清淡|鲜香,一个人吃|双人晚餐,清爽|暖胃|省钱,,低预算,20,简单,米粉|鸡丝|豆芽|香草,0,0,低,汤头清亮但有层次，适合想吃热乎又不想太厚重的时候。
617,越式鲜虾春卷,东南亚,越式,轻食早午餐,吐司卷饼类,清淡|鲜香,下午茶|健身准备餐,清爽|高蛋白,,中等预算,20,简单,米纸|鲜虾|生菜|米粉,0,0,低,口感轻快又有蛋白质，适合想吃得利落一点的轻食时段。
618,韩式参鸡汤,韩式,韩式,正餐,锅汤类,清淡|鲜香,双人晚餐|夜宵,暖胃|高蛋白|治愈,,高预算,45,中等,鸡腿|糯米|人参|红枣,0,0,中等,热汤和鸡肉都很有安慰感，适合晚上想吃一锅温和又扎实的东西。
619,韩式芝士紫菜包饭,韩式,韩式,轻食早午餐,轻主食类,奶香|鲜香,早餐|一个人吃,快手|解馋,,低预算,15,简单,米饭|芝士|海苔|胡萝卜,0,0,中等,卷起来以后很方便拿着吃，适合赶时间又不想太随便的早晨。
620,台式蚵仔煎,中式,台式,正餐,饼类,鲜香|重口,夜宵|朋友聚餐,解馋|分享,,中等预算,20,中等,生蚝|鸡蛋|淀粉|生菜,0,0,中等,外层带一点软糯感，酱汁和鲜味都很抓人，适合偏夜市感的解馋场景。
621,蓝莓奇亚籽酸奶碗,西式,西式轻食,轻食早午餐,早餐碗类,奶香|酸甜,早餐|健身准备餐,清爽|高蛋白|素食友好,,中等预算,10,简单,酸奶|蓝莓|奇亚籽|燕麦,0,1,低,做起来很快，酸甜和饱腹感也比较平衡，适合轻盈型早餐。
622,可可香蕉燕麦碗,西式,西式轻食,轻食早午餐,早餐碗类,奶香|酸甜,早餐|一个人吃,快手|治愈|素食友好,,低预算,10,简单,燕麦|香蕉|可可粉|牛奶,0,1,中等,甜感比较温和，属于忙碌早晨也很容易给自己一点安慰的早餐碗。
623,烟熏火鸡贝果三明治,西式,西式轻食,轻食早午餐,三明治贝果类,鲜香|奶香,早餐|一个人吃,高蛋白|快手,,中等预算,15,简单,贝果|火鸡胸|芝士|生菜,0,0,中等,有咬劲也有蛋白质，适合需要一顿更扎实早午餐的时候。
624,牛油果鸡肉贝果堡,西式,西式轻食,轻食早午餐,三明治贝果类,鲜香|清淡,早餐|健身准备餐,高蛋白|清爽,,中等预算,20,简单,贝果|鸡胸肉|牛油果|番茄,0,0,中等,口感完整但不会太腻，适合想吃得干净一点又要有满足感的时候。
625,黑糖姜撞奶,中式,中式甜品,甜品,布丁冻品类,奶香,下午茶|夜宵,暖胃|治愈|素食友好,,低预算,15,简单,牛奶|姜汁|黑糖,0,1,中等,热热的奶香和姜味很适合晚上慢慢吃，属于很直接的安慰型甜品。
626,桂花酒酿小汤圆,中式,中式甜品,甜品,中式甜品类,奶香,下午茶|夜宵,治愈|暖胃|素食友好,,低预算,20,简单,酒酿|小汤圆|桂花|枸杞,0,1,中等,软糯和酒酿香都比较柔和，适合想吃热甜口的时候。
627,椰香斑斓千层糕,东南亚,南洋风味,甜品,蛋糕类,奶香|酸甜,下午茶|朋友聚餐,分享|治愈|素食友好,,中等预算,35,中等,斑斓叶|椰浆|木薯粉|糖,0,1,中等,颜色和椰香都很有记忆点，适合摆在下午茶桌上分享着吃。
628,芒果椰奶冰沙,东南亚,南洋风味,饮品,奶昔类,奶香|酸甜,下午茶|一个人吃,清爽|治愈|素食友好,,中等预算,10,简单,芒果|椰奶|冰块|蜂蜜,0,1,中等,冰凉顺口又带一点热带感，适合天气热的时候来一杯。
